season,team_id,team_code,mlb_org_id,mlb_org
2008,482,cor,117,Houston Astros
2008,540,fri,140,Texas Rangers
2008,237,mro,133,Oakland Athletics
2008,1350,nwa,118,Kansas City Royals
2008,510,san,135,San Diego Padres
2008,440,spr,138,St. Louis Cardinals
2008,64,txe,,
2008,65,txw,,
2008,40,tbt,,
2008,260,tul,115,Colorado Rockies
2008,423,bak,140,Texas Rangers
2008,72,caa,,
2008,504,hdm,136,Seattle Mariners
2008,401,inl,119,Los Angeles Dodgers
2008,103,les,135,San Diego Padres
2008,491,lnc,111,Boston Red Sox
2008,515,mod,115,Colorado Rockies
2008,526,rcq,108,Los Angeles Angels
2008,476,sjg,137,San Francisco Giants
2008,524,sto,133,Oakland Athletics
2008,41,tbr,,
2008,516,vis,109,Arizona Diamondbacks
2008,73,cra,,
2008,493,frd,110,Baltimore Orioles
2008,485,kin,114,Cleveland Indians
2008,481,lyn,134,Pittsburgh Pirates
2008,521,myr,144,Atlanta Braves
2008,436,pot,120,Washington Nationals
2008,414,sal,117,Houston Astros
2008,42,tbl,,
2008,426,wil,118,Kansas City Royals
2008,580,wsw,145,Chicago White Sox
2008,503,bre,158,Milwaukee Brewers
2008,566,clr,143,Philadelphia Phillies
2008,450,dbc,112,Chicago Cubs
2008,424,dun,141,Toronto Blue Jays
2008,76,fse,,
2008,77,fsw,,
2008,509,ftm,142,Minnesota Twins
2008,479,jup,146,Miami Marlins
2008,570,lak,116,Detroit Tigers
2008,279,pbc,138,St. Louis Cardinals
2008,535,sar,113,Cincinnati Reds
2008,507,slu,121,New York Mets
2008,587,tby,147,New York Yankees
2008,43,tbf,,
2008,457,vbd,139,Tampa Bay Rays
2008,34,tbd,,
2008,554,bel,142,Minnesota Twins
2008,420,bur,118,Kansas City Royals
2008,492,ced,108,Los Angeles Angels
2008,500,cli,140,Texas Rangers
2008,459,day,113,Cincinnati Reds
2008,584,ftw,135,San Diego Padres
2008,456,swm,119,Los Angeles Dodgers
2008,446,kcc,133,Oakland Athletics
2008,499,lan,141,Toronto Blue Jays
2008,70,mde,,
2008,71,mdw,,
2008,443,peo,112,Chicago Cubs
2008,565,qcs,138,St. Louis Cardinals
2008,550,sou,109,Arizona Diamondbacks
2008,582,wmi,116,Detroit Tigers
2008,572,wis,136,Seattle Mariners
2008,573,ash,115,Colorado Rockies
2008,478,aug,137,San Francisco Giants
2008,233,crd,147,New York Yankees
2008,441,clm,139,Tampa Bay Rays
2008,548,del,110,Baltimore Orioles
2008,477,gbo,146,Miami Marlins
2008,428,cap,111,Boston Red Sox
2008,563,hag,120,Washington Nationals
2008,448,hic,134,Pittsburgh Pirates
2008,487,kan,145,Chicago White Sox
2008,437,lco,114,Cleveland Indians
2008,427,lwd,143,Philadelphia Phillies
2008,495,lex,117,Houston Astros
2008,432,rom,144,Atlanta Braves
2008,74,san,,
2008,75,sas,,
2008,543,sav,121,New York Mets
2008,45,tbs,,
2008,525,wva,158,Milwaukee Brewers
2008,488,abe,110,Baltimore Orioles
2008,458,aub,141,Toronto Blue Jays
2008,511,bat,138,St. Louis Cardinals
2008,453,bro,121,New York Mets
2008,537,hvr,139,Tampa Bay Rays
2008,489,jam,146,Miami Marlins
2008,558,low,111,Boston Red Sox
2008,545,mvs,114,Cleveland Indians
2008,78,npa,,
2008,79,npn,,
2008,571,one,116,Detroit Tigers
2008,1174,stc,134,Pittsburgh Pirates
2008,586,sta,147,New York Yankees
2008,577,trc,117,Houston Astros
2008,462,ver,120,Washington Nationals
2008,449,wpt,143,Philadelphia Phillies
2008,480,boi,112,Chicago Cubs
2008,461,eug,135,San Diego Padres
2008,403,eve,136,Seattle Mariners
2008,578,skv,137,San Francisco Giants
2008,486,spo,140,Texas Rangers
2008,47,tbr,,
2008,460,tri,115,Colorado Rockies
2008,435,van,133,Oakland Athletics
2008,419,yak,109,Arizona Diamondbacks
2008,513,bil,113,Cincinnati Reds
2008,539,cas,115,Colorado Rockies
2008,581,grf,145,Chicago White Sox
2008,433,hel,158,Milwaukee Brewers
2008,444,ida,118,Kansas City Royals
2008,518,mis,109,Arizona Diamondbacks
2008,530,ogd,119,Los Angeles Dodgers
2008,519,ore,108,Los Angeles Angels
2008,517,blu,110,Baltimore Orioles
2008,557,bri,145,Chicago White Sox
2008,483,brl,118,Kansas City Royals
2008,429,dnv,144,Atlanta Braves
2008,576,eli,142,Minnesota Twins
2008,413,gvl,117,Houston Astros
2008,438,jcy,138,St. Louis Cardinals
2008,506,kpt,121,New York Mets
2008,455,pri,139,Tampa Bay Rays
2008,425,pul,136,Seattle Mariners
2008,404,ang,108,Los Angeles Angels
2008,405,ath,133,Oakland Athletics
2008,406,brr,158,Milwaukee Brewers
2008,407,cub,112,Chicago Cubs
2008,408,gia,137,San Francisco Giants
2008,409,mrn,136,Seattle Mariners
2008,410,pdr,135,San Diego Padres
2008,411,rng,140,Texas Rangers
2008,412,roy,118,Kansas City Royals
2008,48,tbz,,
2008,1390,blj,141,Toronto Blue Jays
2008,464,bra,144,Atlanta Braves
2008,1370,car,138,St. Louis Cardinals
2008,465,dgr,119,Los Angeles Dodgers
2008,1231,ind,114,Cleveland Indians
2008,467,mrl,146,Miami Marlins
2008,468,mts,121,New York Mets
2008,466,nat,120,Washington Nationals
2008,599,ori,110,Baltimore Orioles
2008,469,phl,143,Philadelphia Phillies
2008,470,pir,134,Pittsburgh Pirates
2008,471,rsx,111,Boston Red Sox
2008,472,rds,113,Cincinnati Reds
2008,473,tgr,116,Detroit Tigers
2008,474,twi,142,Minnesota Twins
2008,475,yan,147,New York Yankees
2008,2190,dsa,,
2008,600,dan,108,Los Angeles Angels
2008,601,das,117,Houston Astros
2008,602,dat,133,Oakland Athletics
2008,603,dah,133,Oakland Athletics
2008,604,dbl,141,Toronto Blue Jays
2008,1610,dbj,141,Toronto Blue Jays
2008,605,dbr,144,Atlanta Braves
2008,608,dca,138,St. Louis Cardinals
2008,609,dcu,112,Chicago Cubs
2008,2270,dch,112,Chicago Cubs
2008,610,ddi,109,Arizona Diamondbacks
2008,2412,dac,,
2008,611,ddo,119,Los Angeles Dodgers
2008,615,dgi,137,San Francisco Giants
2008,616,din,114,Cleveland Indians
2008,618,dmr,136,Seattle Mariners
2008,619,dml,146,Miami Marlins
2008,620,dme,121,New York Mets
2008,2191,dsn,,
2008,1270,dwa,120,Washington Nationals
2008,1271,dwn,120,Washington Nationals
2008,621,dor,110,Baltimore Orioles
2008,622,dpa,135,San Diego Padres
2008,623,dph,143,Philadelphia Phillies
2008,624,dpi,134,Pittsburgh Pirates
2008,625,drg,140,Texas Rangers
2008,2413,drn,140,Texas Rangers
2008,1611,ddr,139,Tampa Bay Rays
2008,626,drs,111,Boston Red Sox
2008,628,drd,113,Cincinnati Reds
2008,629,dro,115,Colorado Rockies
2008,630,dry,118,Kansas City Royals
2008,631,dti,116,Detroit Tigers
2008,632,dtw,142,Minnesota Twins
2008,633,dws,145,Chicago White Sox
2008,1612,dwx,145,Chicago White Sox
2008,634,dya,147,New York Yankees
2008,635,dyn,147,New York Yankees
2008,648,vas,117,Houston Astros
2008,651,vca,138,St. Louis Cardinals
2008,656,vse,136,Seattle Mariners
2008,658,vme,121,New York Mets
2008,661,vph,143,Philadelphia Phillies
2008,662,vpi,134,Pittsburgh Pirates
2008,1590,vtb,139,Tampa Bay Rays
2008,1592,vti,116,Detroit Tigers
2008,607,dbw,158,Milwaukee Brewers
2008,649,vbj,141,Toronto Blue Jays
2008,650,vbw,158,Milwaukee Brewers
2008,652,vcu,112,Chicago Cubs
2008,653,vdo,119,Los Angeles Dodgers
2008,655,vin,114,Cleveland Indians
2008,657,vfl,146,Miami Marlins
2008,654,vna,120,Washington Nationals
2008,660,vpa,135,San Diego Padres
2008,663,vrs,111,Boston Red Sox
2008,665,vro,115,Colorado Rockies
2008,666,vtw,142,Minnesota Twins
2008,1310,afa,11,Office of the Commissioner
2008,1311,afn,11,Office of the Commissioner
2008,555,mss,11,Office of the Commissioner
2008,490,per,11,Office of the Commissioner
2008,542,pes,11,Office of the Commissioner
2008,454,pdd,11,Office of the Commissioner
2008,544,sco,11,Office of the Commissioner
2008,527,sur,11,Office of the Commissioner
2008,55,tba,11,Office of the Commissioner
2008,673,mxc,11,Office of the Commissioner
2008,674,gsv,11,Office of the Commissioner
2008,675,moc,11,Office of the Commissioner
2008,676,nav,11,Office of the Commissioner
2008,677,her,11,Office of the Commissioner
2008,58,tbl,11,Office of the Commissioner
2008,678,cul,11,Office of the Commissioner
2008,679,maz,11,Office of the Commissioner
2008,680,obr,11,Office of the Commissioner
2008,692,zul,11,Office of the Commissioner
2008,697,mar,11,Office of the Commissioner
2008,693,lar,11,Office of the Commissioner
2008,694,ori,11,Office of the Commissioner
2008,695,leo,11,Office of the Commissioner
2008,696,mag,11,Office of the Commissioner
2008,698,lag,11,Office of the Commissioner
2008,699,ara,11,Office of the Commissioner
2008,56,tbv,11,Office of the Commissioner
2008,685,san,11,Office of the Commissioner
2008,686,cag,11,Office of the Commissioner
2008,687,car,11,Office of the Commissioner
2008,688,may,11,Office of the Commissioner
2008,689,pon,11,Office of the Commissioner
2008,691,are,11,Office of the Commissioner
2008,59,tbp,11,Office of the Commissioner
2008,667,agu,11,Office of the Commissioner
2008,668,azu,11,Office of the Commissioner
2008,669,est,11,Office of the Commissioner
2008,670,gig,11,Office of the Commissioner
2008,671,esc,11,Office of the Commissioner
2008,672,lic,11,Office of the Commissioner
2008,57,tbn,11,Office of the Commissioner
2008,1297,hon,11,Office of the Commissioner
2008,1296,nsh,11,Office of the Commissioner
2008,54,tbh,11,Office of the Commissioner
2008,1294,wai,11,Office of the Commissioner
2008,1295,woc,11,Office of the Commissioner
2008,1191,dom,11,Office of the Commissioner
2008,1192,mex,11,Office of the Commissioner
2008,690,pur,11,Office of the Commissioner
2008,1193,ven,11,Office of the Commissioner
2008,359,afs,108,Los Angeles Angels
2008,360,arf,109,Arizona Diamondbacks
2008,383,atf,144,Atlanta Braves
2008,361,bfs,110,Baltimore Orioles
2008,362,bof,111,Boston Red Sox
2008,107,ccf,112,Chicago Cubs
2008,384,cwf,145,Chicago White Sox
2008,363,cif,113,Cincinnati Reds
2008,364,clf,114,Cleveland Indians
2008,365,cof,115,Colorado Rockies
2008,366,dfs,116,Detroit Tigers
2008,385,ffs,146,Miami Marlins
2008,367,hfs,117,Houston Astros
2008,368,kfs,118,Kansas City Royals
2008,369,lfs,119,Los Angeles Dodgers
2008,387,mfs,158,Milwaukee Brewers
2008,381,mnf,142,Minnesota Twins
2008,371,nfs,121,New York Mets
2008,372,ofs,133,Oakland Athletics
2008,382,pfs,143,Philadelphia Phillies
2008,373,pif,134,Pittsburgh Pirates
2008,374,sdf,135,San Diego Padres
2008,376,sff,137,San Francisco Giants
2008,375,sef,136,Seattle Mariners
2008,377,sfs,138,St. Louis Cardinals
2008,378,tbf,139,Tampa Bay Rays
2008,379,tef,140,Texas Rangers
2008,380,tfs,141,Toronto Blue Jays
2008,320,uft,,
2008,370,mof,120,Washington Nationals
2008,319,wft,,
2008,386,nyf,147,New York Yankees
2008,3250,las,108,Los Angeles Angels
2008,3251,lao,108,Los Angeles Angels
2008,3252,has,117,Houston Astros
2008,3253,hao,117,Houston Astros
2008,3254,oas,133,Oakland Athletics
2008,3255,oao,133,Oakland Athletics
2008,3256,tbs,141,Toronto Blue Jays
2008,3257,tbo,141,Toronto Blue Jays
2008,3258,abs,144,Atlanta Braves
2008,3259,abo,144,Atlanta Braves
2008,3260,mbs,158,Milwaukee Brewers
2008,3261,mbo,158,Milwaukee Brewers
2008,3262,scs,138,St. Louis Cardinals
2008,3263,sco,138,St. Louis Cardinals
2008,3264,ccs,112,Chicago Cubs
2008,3265,cco,112,Chicago Cubs
2008,3266,ads,109,Arizona Diamondbacks
2008,3267,ado,109,Arizona Diamondbacks
2008,3268,lds,119,Los Angeles Dodgers
2008,3269,ldo,119,Los Angeles Dodgers
2008,3270,sgs,137,San Francisco Giants
2008,3271,sgo,137,San Francisco Giants
2008,3272,cis,114,Cleveland Indians
2008,3273,cio,114,Cleveland Indians
2008,3274,sms,136,Seattle Mariners
2008,3275,smo,136,Seattle Mariners
2008,3276,fms,146,Miami Marlins
2008,3277,fmo,146,Miami Marlins
2008,3278,nms,121,New York Mets
2008,3279,nmo,121,New York Mets
2008,3280,wns,120,Washington Nationals
2008,3281,wno,120,Washington Nationals
2008,3282,bos,110,Baltimore Orioles
2008,3283,boo,110,Baltimore Orioles
2008,3284,sps,135,San Diego Padres
2008,3285,spo,135,San Diego Padres
2008,3286,phs,143,Philadelphia Phillies
2008,3287,pho,143,Philadelphia Phillies
2008,3288,pis,134,Pittsburgh Pirates
2008,3289,pio,134,Pittsburgh Pirates
2008,3290,tes,140,Texas Rangers
2008,3291,teo,140,Texas Rangers
2008,3292,trs,139,Tampa Bay Rays
2008,3293,tro,139,Tampa Bay Rays
2008,3294,brs,111,Boston Red Sox
2008,3295,bro,111,Boston Red Sox
2008,3296,crs,113,Cincinnati Reds
2008,3297,cro,113,Cincinnati Reds
2008,3298,cos,115,Colorado Rockies
2008,3299,coo,115,Colorado Rockies
2008,3300,kcs,118,Kansas City Royals
2008,3301,kco,118,Kansas City Royals
2008,3302,dts,116,Detroit Tigers
2008,3303,dto,116,Detroit Tigers
2008,3304,mts,142,Minnesota Twins
2008,3305,mto,142,Minnesota Twins
2008,3306,cws,145,Chicago White Sox
2008,3307,cwo,145,Chicago White Sox
2008,3308,nys,147,New York Yankees
2008,3309,nyo,147,New York Yankees
2008,1845,bri,11,Office of the Commissioner
2008,1848,cam,11,Office of the Commissioner
2008,1889,lan,11,Office of the Commissioner
2008,1896,lis,11,Office of the Commissioner
2008,1917,nwk,11,Office of the Commissioner
2008,1956,som,11,Office of the Commissioner
2008,5433,smd,11,Office of the Commissioner
2008,2590,tbd,11,Office of the Commissioner
2008,5435,yor,11,Office of the Commissioner
2008,1866,elp,,
2008,2798,chu,,
2008,341,han,,
2008,2805,hir,,
2008,2673,tok,,
2008,2800,yok,,
2008,241,ymg,,
2008,2670,chi,,
2008,242,fuk,,
2008,2671,nip,,
2008,2797,ori,,
2008,2674,rak,,
2008,240,sai,,
2008,784,can,,
2008,790,chn,,
2008,791,tpe,,
2008,798,cub,,
2008,1171,kor,,
2008,867,mex,,
2008,878,ned,,
2008,32,tbd,,
2008,2171,usc,,
2008,843,jpn,,
2008,940,usa,,
2008,2510,can,,
2008,2473,chn,,
2008,2474,tpe,,
2008,2475,col,,
2008,2476,cub,,
2008,2477,cze,,
2008,2478,fay,,
2008,2479,ger,,
2008,2480,hol,,
2008,2511,ind,,
2008,2481,jpn,,
2008,2482,kee,,
2008,2512,kor,,
2008,2513,ltu,,
2008,2483,mrt,,
2008,2484,ned,,
2008,2485,aho,,
2008,2486,npt,,
2008,2487,noa,,
2008,2488,nos,,
2008,2489,pit,,
2008,2490,tor,,
2008,2492,usb,,
2008,2491,usa,,
2008,2493,usw,,
2008,2553,usb,,
2008,2554,usr,,
2008,2577,aus,,
2008,2578,can,,
2008,2579,tpe,,
2008,2555,jas,,
2008,2580,kor,,
2008,2581,mex,,
2008,2582,ned,,
2008,2583,oko,,
2008,2588,pur,,
2008,2584,rus,,
2008,2591,tbd,,
2008,2494,usa,,
2008,2630,usb,,
2008,2631,usr,,
2008,2650,aru,,
2008,2651,bra,,
2008,2652,cub,,
2008,2653,gua,,
2008,2654,mex,,
2008,2655,pan,,
2008,2656,pur,,
2008,2593,tbd,,
2008,2495,usa,,
2008,2657,ven,,
2008,2755,bra,,
2008,2756,esa,,
2008,2757,gua,,
2008,2758,hon,,
2008,2759,mex,,
2008,2592,tbd,,
2008,2496,usa,,
2008,2530,aus,,
2008,2616,can,,
2008,2531,tpe,,
2008,2532,ind,,
2008,2620,jpn,,
2008,2497,usa,,
2008,5187,atl,,
2008,5160,bos,,
2008,5161,buf,,
2008,5163,car,,
2008,5170,fla,,
2008,5173,mtl,,
2008,5175,njd,,
2008,5176,nyi,,
2008,5177,nyr,,
2008,5178,ott,,
2008,5179,phi,,
2008,5180,pit,,
2008,5183,tbl,,
2008,5184,tor,,
2008,5186,wsh,,
2008,5158,ana,,
2008,5162,cgy,,
2008,5164,chi,,
2008,5165,col,,
2008,5166,cbj,,
2008,5167,dal,,
2008,5168,det,,
2008,5169,edm,,
2008,5171,lak,,
2008,5172,min,,
2008,5174,nsh,,
2008,5159,pho,,
2008,5181,sjs,,
2008,5182,stl,,
2008,5185,van,,
2008,228,fls,,
2008,101,fan,,
2008,2293,vth,,
2008,2330,guh,,
2008,236,umi,,
2008,2292,usf,,
2008,1553,apu,,
2008,227,boc,,
2008,2390,ere,,
2008,230,mac,,
2008,1551,msu,,
2008,1234,mon,,
2008,343,neu,,
2008,1570,ash,,
2008,226,uge,,
2008,1232,iwa,,
2008,2290,umw,,
2008,2291,slb,,
2008,1552,wvu,,
2008,2370,wsc,,
2009,159,aas,,
2009,2710,alc,,
2009,110,bal,110,Baltimore Orioles
2009,111,bos,111,Boston Red Sox
2009,145,cha,145,Chicago White Sox
2009,114,cle,114,Cleveland Indians
2009,116,det,116,Detroit Tigers
2009,118,kca,118,Kansas City Royals
2009,108,ana,108,Los Angeles Angels
2009,142,min,142,Minnesota Twins
2009,147,nya,147,New York Yankees
2009,133,oak,133,Oakland Athletics
2009,136,sea,136,Seattle Mariners
2009,139,tba,139,Tampa Bay Rays
2009,140,tex,140,Texas Rangers
2009,3370,taa,,
2009,3371,tab,,
2009,21,zza,,
2009,141,tor,141,Toronto Blue Jays
2009,109,ari,109,Arizona Diamondbacks
2009,144,atl,144,Atlanta Braves
2009,112,chn,112,Chicago Cubs
2009,113,cin,113,Cincinnati Reds
2009,115,col,115,Colorado Rockies
2009,146,flo,146,Miami Marlins
2009,117,hou,117,Houston Astros
2009,119,lan,119,Los Angeles Dodgers
2009,158,mil,158,Milwaukee Brewers
2009,160,nas,,
2009,2711,nlc,,
2009,121,nyn,121,New York Mets
2009,143,phi,143,Philadelphia Phillies
2009,134,pit,134,Pittsburgh Pirates
2009,135,sdn,135,San Diego Padres
2009,137,sfn,137,San Francisco Giants
2009,138,sln,138,St. Louis Cardinals
2009,3372,tna,,
2009,31,zzn,,
2009,3373,tnb,,
2009,120,was,120,Washington Nationals
2009,11,ooc,,
2009,422,buf,121,New York Mets
2009,494,chr,145,Chicago White Sox
2009,445,col,114,Cleveland Indians
2009,234,dub,139,Tampa Bay Rays
2009,431,gwi,144,Atlanta Braves
2009,484,ind,134,Pittsburgh Pirates
2009,62,ila,,
2009,1410,lhv,143,Philadelphia Phillies
2009,416,lou,113,Cincinnati Reds
2009,568,nor,110,Baltimore Orioles
2009,533,paw,111,Boston Red Sox
2009,534,roc,142,Minnesota Twins
2009,531,swb,147,New York Yankees
2009,552,syr,120,Washington Nationals
2009,35,tbi,,
2009,512,tol,116,Detroit Tigers
2009,342,alb,119,Los Angeles Dodgers
2009,551,csp,115,Colorado Rockies
2009,259,fre,137,San Francisco Giants
2009,451,iow,112,Chicago Cubs
2009,400,lvg,141,Toronto Blue Jays
2009,235,mrb,138,St. Louis Cardinals
2009,556,nas,158,Milwaukee Brewers
2009,588,noz,146,Miami Marlins
2009,238,orh,140,Texas Rangers
2009,541,oma,118,Kansas City Royals
2009,63,pca,,
2009,248,por,135,San Diego Padres
2009,2310,ren,109,Arizona Diamondbacks
2009,102,rre,117,Houston Astros
2009,105,src,133,Oakland Athletics
2009,561,slc,108,Los Angeles Angels
2009,529,tac,136,Seattle Mariners
2009,36,tbp,,
2009,560,mva,11,Office of the Commissioner
2009,434,rey,11,Office of the Commissioner
2009,532,mxo,11,Office of the Commissioner
2009,575,chi,11,Office of the Commissioner
2009,579,oax,11,Office of the Commissioner
2009,496,yuc,11,Office of the Commissioner
2009,732,mxn,,
2009,733,mxs,,
2009,442,tab,11,Office of the Commissioner
2009,520,pue,11,Office of the Commissioner
2009,1210,min,11,Office of the Commissioner
2009,523,cam,11,Office of the Commissioner
2009,536,vra,11,Office of the Commissioner
2009,502,slt,11,Office of the Commissioner
2009,562,mty,11,Office of the Commissioner
2009,528,lar,11,Office of the Commissioner
2009,569,qui,11,Office of the Commissioner
2009,37,tbm,,
2009,447,vaq,11,Office of the Commissioner
2009,402,akr,114,Cleveland Indians
2009,452,alt,134,Pittsburgh Pirates
2009,505,bin,121,New York Mets
2009,418,bow,110,Baltimore Orioles
2009,514,nrw,137,San Francisco Giants
2009,66,eln,,
2009,67,els,,
2009,106,esw,116,Detroit Tigers
2009,547,har,120,Washington Nationals
2009,538,nbr,142,Minnesota Twins
2009,463,nhm,141,Toronto Blue Jays
2009,546,prt,111,Boston Red Sox
2009,522,rea,143,Philadelphia Phillies
2009,39,tbe,,
2009,567,tre,147,New York Yankees
2009,247,bir,145,Chicago White Sox
2009,249,cmc,113,Cincinnati Reds
2009,498,cng,119,Los Angeles Dodgers
2009,559,hun,158,Milwaukee Brewers
2009,564,jax,146,Miami Marlins
2009,430,msb,144,Atlanta Braves
2009,417,mob,109,Arizona Diamondbacks
2009,421,mon,139,Tampa Bay Rays
2009,68,son,,
2009,69,sos,,
2009,553,ten,112,Chicago Cubs
2009,38,tbs,,
2009,104,wtd,136,Seattle Mariners
2009,574,ark,108,Los Angeles Angels
2009,482,cor,117,Houston Astros
2009,540,fri,140,Texas Rangers
2009,237,mro,133,Oakland Athletics
2009,1350,nwa,118,Kansas City Royals
2009,510,san,135,San Diego Padres
2009,440,spr,138,St. Louis Cardinals
2009,64,txe,,
2009,65,txw,,
2009,40,tbt,,
2009,260,tul,115,Colorado Rockies
2009,423,bak,140,Texas Rangers
2009,72,caa,,
2009,504,hdm,136,Seattle Mariners
2009,401,inl,119,Los Angeles Dodgers
2009,103,les,135,San Diego Padres
2009,491,lnc,117,Houston Astros
2009,515,mod,115,Colorado Rockies
2009,526,rcq,108,Los Angeles Angels
2009,476,sjg,137,San Francisco Giants
2009,524,sto,133,Oakland Athletics
2009,41,tbr,,
2009,516,vis,109,Arizona Diamondbacks
2009,73,cra,,
2009,493,frd,110,Baltimore Orioles
2009,485,kin,114,Cleveland Indians
2009,481,lyn,134,Pittsburgh Pirates
2009,521,myr,144,Atlanta Braves
2009,436,pot,120,Washington Nationals
2009,414,sal,111,Boston Red Sox
2009,42,tbl,,
2009,426,wil,118,Kansas City Royals
2009,580,wsw,145,Chicago White Sox
2009,503,bre,158,Milwaukee Brewers
2009,2730,cha,139,Tampa Bay Rays
2009,566,clr,143,Philadelphia Phillies
2009,450,dbc,112,Chicago Cubs
2009,424,dun,141,Toronto Blue Jays
2009,76,fse,,
2009,77,fsw,,
2009,509,ftm,142,Minnesota Twins
2009,479,jup,146,Miami Marlins
2009,570,lak,116,Detroit Tigers
2009,279,pbc,138,St. Louis Cardinals
2009,535,sar,113,Cincinnati Reds
2009,507,slu,121,New York Mets
2009,587,tby,147,New York Yankees
2009,43,tbf,,
2009,554,bel,142,Minnesota Twins
2009,420,bur,118,Kansas City Royals
2009,492,ced,108,Los Angeles Angels
2009,500,cli,136,Seattle Mariners
2009,459,day,113,Cincinnati Reds
2009,584,ftw,135,San Diego Padres
2009,456,swm,119,Los Angeles Dodgers
2009,446,kcc,133,Oakland Athletics
2009,499,lan,141,Toronto Blue Jays
2009,70,mde,,
2009,71,mdw,,
2009,443,peo,112,Chicago Cubs
2009,565,qcs,138,St. Louis Cardinals
2009,550,sou,109,Arizona Diamondbacks
2009,44,tbm,,
2009,582,wmi,116,Detroit Tigers
